Quality_flag,Bias-start_1,Bias-start_2,Bias-start_3,Bias-start-rationale,Disc-start_1,Disc-start_2,Disc-start_3,Disc-start_4,Disc-start_5,Disc-start_6,Disc-start-rationale,IndFair-1,IndFair-2,IndFair-3,IndFair-4,IndFair-5,IndFair-6,IndFair-7,IndFair-8,IndFair-9,Disc-end_1,Disc-end_2,Disc-end_3,Disc-end_4,Disc-end_5,Disc-end_6,Disc-end-rationale,Bias-end_1,Bias-end_2,Bias-end_3,Bias-end_4,Bias-end-rationale,Percv-work_1,Percv-work_2,Percv-work_3,Percv-work_4,Percv-work_5,Percv-work_6,Percv-work-rationale,Asian_race,Explanation_style,Prolific_Total_approvals,Prolific_Fluent_languages,Prolific_Age,Prolific_Sex,Prolific_Ethnicity_simplified,Prolific_Country_of_birth,Prolific_Country_of_residence,Prolific_Nationality,Prolific_Language,Prolific_Student_status,Prolific_Employment_status,Timer1_Page Submit,Predict1,Rationale1,Timer2_Page Submit,Predict2,Rationale2,Timer3_Page Submit,Predict3,Rationale3,Timer4_Page Submit,Predict4,Rationale4,Timer5_Page Submit,Predict5,Rationale5,Timer6_Page Submit,Predict6,Rationale6,Attention,Attention-ration,Timer7_Page Submit,Predict7,Rationale7,Timer8_Page Submit,Predict8,Rationale8,Timer9_Page Submit,Predict9,Rationale9,Timer10_Page Submit,Predict10,Rationale10,Timer11_Page Submit,Predict11,Rationale11,Timer12_Page Submit,Predict12,Rationale12
green,1,3,3,,1,1,1,1,1,1,I'm in a neutral mood,7,7,1,1,6,1,4,4,5,1,1,1,1,1,1,,1,1,5,3,,5,1,4,7,3,1,,0,SM,481,English,51,Female,White,United States,United States,United States,English,No,Part-Time,28.914,2,"The phrase ""Chinese virus"" is stating the source of the virus, not at the Chinese people.",39.576,2,It's accusing the country of China for being the source of the virus and claiming that China won't own up to being the originator. ,22.561,2,"The use of the word ""chinks"" is a racial slur and hateful. It's also claiming that Chinese emigrated to Korea for one reason only and that's not to be Chinese. ",9.195,4,"It's a 13-year-old edgelord type of statement and is basically a ""your mom"" statement.",31.935,2,Saying everyone will call it a Chinese virus is a dogwhistle to hate China and Chinese,15.01,1,"The language is meant to show dominance and hatred for Chinese people, and is racist and hateful. ",4,attention,17.849,1,There's a desire to punish China for the release of the virus into the world as if such a thing is possible. ,10.617,1,"It's demanding that China should pay for the release of the virus, and pay could be violence, hence hate.",17.871,1,Overall hatred for China.,12.891,2,The poster is an equal opportunity hater.,13.417,4,It's a question about the origin of the virus in China.,15.3,2,"The use of language, but it's also massively incoherent."
green,3,2,3,i don't know,1,1,1,1,1,1,,7,7,2,4,4,1,4,3,9,1,1,1,1,1,1,,3,3,5,2,,7,1,1,4,7,1,,1,SM,4822,English,40,Male,Asian,Italy,United States,United States,English,Yes,Unemployed (and job seeking),23.364,2,,28.182,4,,24.302,2,,10.994,4,,17.201,2,,20.504,1,,4,attention,12.462,4,,8.668,4,,6.251,1,,10.311,2,,17.31,4,,11.907,4,
green,1,5,1,,5,5,5,5,4,4,I have depression,5,1,4,4,1,1,2,1,6,5,5,5,5,4,4,Yeah still have depression,1,1,5,5,,5,2,1,4,5,6,,1,SM,347,English,32,Female,Asian,China,United States,United States,Chinese,No,Full-Time,18.693,2,,13.683,4,,21.037,4,,7.934,4,,10.123,1,,11.044,1,,4,attention,18.751,4,,7.835,4,,7.904,1,,9.398,4,,9.764,4,,8.456,4,
green,5,3,3,,2,2,2,5,1,2,,7,7,1,1,6,1,4,2,6,2,2,2,5,1,1,,3,5,5,3,,5,1,1,6,5,1,,0,SM,3270,English,33,Female,White,United States,United States,United States,English,No,Other,33.723,2,,42.773,2,,57.512,4,,23.249,4,,17.73,4,,40.8,1,,4,attention,45.449,1,,23.643,1,,16.156,1,,26.24,2,,25.724,4,,52.095,2,
green,1,1,1,,1,1,1,1,1,1,,7,7,1,1,6,1,5,3,9,1,1,1,1,1,1,,1,1,5,1,,4,1,1,7,7,1,,0,SM,2024,English,41,Female,Black,United States,United States,United States,English,No,DATA_EXPIRED,135.986,2,I don't see any particular hate speech in the comment.,47.892,4,I don't see any hate speech in the comment.,62.388,1,There is a racial slur in the comment.,19.07,4,I don't see racial hate in the comment.,81.381,4,I don't see any racial hate in this comment.,29.863,1,,4,attention,57.916,2,,10.094,4,,15.097,1,,15.745,2,,24.597,4,,21.566,1,
green,3,5,1,None,1,1,1,1,1,1,,7,7,1,1,3,1,3,3,9,3,1,3,1,1,1,,2,3,5,4,,4,4,4,6,4,2,,1,SM,6679,English,64,Male,Asian,United States,United States,United States,English,No,Full-Time,56.372,2,More like differences in thought.,40.407,4,,16.538,1,,25.602,4,,55.46,4,,38.064,1,,4,attention,22.451,2,,16.219,4,,21.305,1,,25.097,2,,15.114,2,,15.187,2,
green,3,2,5,,1,1,1,1,1,1,,6,5,1,1,6,2,5,3,9,2,4,4,4,1,1,,4,4,5,2,,6,1,1,7,5,4,,0,SM,1015,English,32,Male,White,United States,United States,United States,English,No,Full-Time,21.726,2,,23.938,4,It does not directly express hate for China.,24.033,2,It does not mention COVID-19 but sues derogatory terms.,16.865,4,The tweet is more inappropriate than hateful as the race of the person mentioned is not known,13.559,4,,10.137,1,It mentions COVID-19 and refers to Chinese people as dogs.,4,attention,10.393,4,,16.06,1,Expresses hate towards China for the virus.,14.942,1,Uses derogatory terms to describe Chinese people,13.606,2,Expresses hate to China and unnamed countries in a derogatory manenr.,37.328,4,,13.833,1,
green,4,5,5,"While not widespread, I do know that South Korea continues to have small farms that raise dogs for meat.  The CCP absolutely monitors their citizens and Xi should apologize for at least not being open and honest about the Covid situation.",2,2,2,2,2,2,,7,7,2,1,6,1,2,2,8,2,2,2,2,2,2,,4,4,5,4,,2,1,2,6,3,2,,0,SM,4998,English,53,Female,White,United States,United States,United States,English,No,DATA_EXPIRED,42.297,2,,7.803,4,,11.464,1,derogatory slur used,8.972,4,not hateful but in bad taste,8.629,4,,7.596,1,crude,4,attention,12.003,4,,7.378,4,,7.94,1,,6.262,1,,11.421,2,,15.404,2,
green,4,3,2,"While different countries have different eating habits, I can get over the Chinese and South Koreans eating dogs, cats and horses...especially dogs and cats.",4,4,4,4,1,3,"After reading about the eating habits including dogs, cats and horses, I am feeling quite negative.",7,7,1,1,6,1,4,2,9,5,4,5,4,1,4,,4,5,5,4,,6,6,1,5,7,7,It was hard to determine what type of tweet each one was.,0,SM,834,English,75,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",65.522,2,"It mentions the ""Chinese virus"" but does not seem that it is hateful.",50.689,2,,24.275,2,,40.43,2,,13.013,1,,14.793,1,,4,attention,43.051,2,,17.621,1,,11.035,1,,29.974,2,,20.198,1,,35.93,1,
green,4,4,4,,2,2,2,2,2,2,,7,7,1,1,6,1,3,3,9,2,2,2,2,2,2,,4,4,5,4,,1,1,1,6,2,1,,0,SM,458,"English, Spanish",32,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,23.663,2,,15.643,4,,35.7,2,racial Slur,18.362,4,,11.48,4,,11.334,1,,4,attention,16.876,4,,12.844,4,,19.367,2,,12.981,2,,10.777,1,,15.803,4,
green,4,4,3,,2,1,2,2,1,1,,5,2,3,4,3,4,4,5,8,2,1,1,2,1,1,,2,4,5,4,,3,1,2,6,5,3,,1,SM,4852,"English, French",42,Male,Asian,France,United States,United States,French,No,Full-Time,37.222,2,A opinion to scare others,20.791,4,A opinion but not hateful,42.222,2,Deragotary word chink,27.911,2,Offensive but not toward asians,148.174,1,Mentions both chinese and virus,18.213,1,Offensive and mentioning Chinese,4,attention,24.031,2,Opinion on ccp,27.081,1,Blaming China for virus impact on economy,7.257,1,Offensive toward Chinese,12.761,1,Offensive in general,66.784,1,Offensive in general,17.546,1,Offensive and blaming Wuhan people
green,3,5,5,,4,3,4,3,3,3,,2,6,5,4,5,1,1,1,6,1,1,1,1,1,1,,5,3,5,5,,1,1,4,7,6,1,,1,SM,1085,English,36,Male,Asian,India,United States,United States,English,No,Other,21.563,2,It's a virus from China. There is no dispute about it.,9.554,4,China is responsible for the virus. I don't see why this is disputable.,10.813,4,I don't know enough about the situation to comment on it.,13.651,4,Just an idiot saying some stuff on social media.,6.104,4,A virus that originated in the country should have the country's name in it.,10.517,4,Lebron supports the genocide in China.,4,attention,14.848,4,It's about accountability and responsibility.,3.527,4,"Again, another tweet about responsibility and accountability",17.658,4,I don't know.,9.816,2,Yeah it's derogatory.,5.062,4,China will forever be associated with COVID-19.,12.369,4,Seems to be a response to something.
green,2,4,5,,3,1,1,1,1,3,,7,6,2,1,4,1,3,3,9,2,1,1,1,1,1,,5,2,5,5,,4,1,1,6,4,2,,0,SM,761,"English, Russian, Spanish",50,Female,White,United States,United States,United States,English,No,Full-Time,20.874,2,profanity is not necessaril hate speech,18.105,4,individual words are not hate speech - xontent and more importantly intent must be considered.,24.049,2,the term is offensive - rude and crass,11.553,4,"the word ""dick"" is crass, but not hateful.",11.586,4,"just because we disagree with a statement, doesnt make it hate speech",21.795,1,the overall content is unacceptable,4,attention,25.956,4,"again, xontent not indiviual words. the word Xhinese is not in and of itself 'hateful'",17.718,4,just an opinion,12.143,1,"unpleasant at best, hate fueled at worst.",7.288,2,"unfortuantely, there are people in the world that are just $#%!",31.051,2,the orange words are slang/profanity that is hateful and inappropriate in any xonversation.,38.927,1,the tweet is jibberish - but hateful jibberish
green,4,4,3,,2,1,1,1,1,1,,7,7,1,1,6,1,4,3,9,4,1,3,1,1,1,,3,4,5,4,,4,1,1,5,5,2,,0,SM,266,English,24,Female,White,United States,United States,United States,English,No,DATA_EXPIRED,29.175,2,,18.38,2,,12.452,2,,5.707,4,,17.48,2,,12.474,1,,4,Attention ,15.827,4,,17.16,1,,5.804,1,,6.444,2,,5.05,1,,18.546,2,
green,1,3,3,,2,4,4,2,1,1,,7,7,1,1,6,1,4,3,9,3,4,4,2,1,1,,3,1,5,3,,5,1,1,6,5,1,,0,SM,307,English,20,Female,White,United States,United States,United States,English,Yes,DATA_EXPIRED,19.688,2,,16.049,1,,11.883,2,,6.742,4,,19.606,4,,9.532,4,,4,attention ,13.244,4,,3.892,4,,4.712,1,,6.334,4,,9.098,4,,12.068,1,
green,4,5,4,,1,1,2,1,1,1,,7,5,1,1,6,1,2,2,4,1,1,2,1,1,1,,4,3,5,5,,5,3,4,6,5,3,,0,SM,2026,English,30,Male,White,United States,United States,United States,English,No,Full-Time,22.924,2,"Calling the virus chinese isn't hateful, more attacking for where it came from",10.201,4,"not covid related, political",20.053,2,not covid related,8.459,4,not related at all,4.923,4,,7.687,1,,4,attention,9.976,4,,6.315,4,,4.543,1,,5.025,4,,9.685,2,,17.122,2,
green,2,4,3,,2,1,1,1,1,1,,7,7,4,1,4,1,2,1,9,2,1,1,1,1,1,I feel the same as I did before,3,2,5,4,,2,2,2,6,5,2,,1,SM,1363,English,36,Male,Asian,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,18.891,2,"There is no ""hatred"" in the post",17.368,4,"It's about the country China, not the people",20.467,2,The post isn't about COVID,24.404,4,It's just a crude joke,16.603,4,It's about COVID but not hateful,25.57,1,COVID related and anti-Chinese,4,attention,16.646,4,"It's against the Chinese government, not people",9.778,4,"It's anti-China (country), not ethnicity",32.205,1,Anti-china and the hashtag is COVID,7.057,2,"Anti-China, no COVID mention",35.416,4,There's no malice in the tweet,32.902,4,The tweet is unintelligible
green,1,3,4,,1,1,1,1,1,1,,7,1,1,1,4,1,4,5,4,4,2,2,3,1,2,Have now been visually reminded that people tweet terrible things,4,1,5,3,"For apology question, I wasn't thinking specifically for Coronavirus (though early response could probably have been better).  But there are probably things it should apologize for, though most governments share that problem.",6,1,4,3,4,3,"Definitely not an easy task to perform, especially without context (though I guess we're given the same information as the AI).  The instructions/definitions of hate speech need to be more clearly spelled out, however.  I was left quite unsure of how to categorize a lot of the tweets.",1,SM,2064,English,43,Male,Asian,United States,United States,United States,English,No,DATA_EXPIRED,43.963,2,"Not sure what it's referencing, but likely not directed at entity",64.808,4,"not that antagonistic, seems closer to non-hate example with #CCP hashtag",80.459,2,use of slur,97.617,2,"insulting what seems like some's mom is hate, I guess? ",48.025,4,"Per example, just calling it China virus is not hateful (though I personally think it is meant to be antagonistic), but this is also not specifically directed.",44.199,1,Assuming dogs actually references people here.,4,attention,152.449,4,example seemed to classify party-aimed speech as not hate?  Not very sure here.,76.662,4,"Low levels of antagonistic, seems more aimed at government",67.604,1,Antagonistic towards Chinese but missing context and maybe only relates to COVID by hashtag,21.002,2,General antagonism towards all foreigners,81.901,4,I'd say not purposefully directed antagonism,72.034,4,I think it's Chinese origin complaining about lack of help
green,2,3,2,,4,4,4,4,4,2,,7,7,1,1,1,2,4,5,4,4,4,4,4,4,3,,2,2,5,3,,3,1,5,2,2,6,,1,SM,1982,English,25,Female,Asian,United States,United States,United States,Chinese,No,Unemployed (and job seeking),27.183,2,,79.425,1,,36.568,2,,13.247,4,,12.409,1,,8.015,1,,4,attention,15.12,4,,16.959,1,,11.103,1,,15.023,2,,5.334,1,,12.338,1,
green,2,3,4,no,1,1,1,1,1,1,,7,7,1,1,6,1,4,3,5,1,1,1,1,1,1,,4,2,5,4,,2,1,1,7,4,1,,0,SM,1107,English,54,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",21.269,2,,11.263,4,,21.105,4,,8.158,4,,7.465,4,,11.46,4,,4,attention,23.726,4,,8.499,4,,6.237,4,,7.829,4,,9.301,4,,15.984,4,
green,1,3,3,,4,4,3,4,1,1,,5,2,3,1,4,1,3,1,9,4,4,2,1,1,1,,3,3,5,3,,1,1,1,7,4,2,,1,SM,293,English,25,Male,Asian,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,15.367,2,,4.789,4,,5.231,4,,4.462,4,,5.585,1,,7.649,1,,4,attention,12.789,1,,8.587,4,,5.756,1,,2.925,2,,5.215,1,,8.25,1,
green,2,5,3,,4,4,4,4,4,2,,2,5,1,1,6,1,4,5,6,4,2,4,4,4,2,,4,2,5,5,,5,1,1,5,7,6,,0,SM,1054,English,47,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking),16.425,2,,9.995,4,,14,2,,13.883,4,,11.457,1,,12.459,1,,4,attention,12.725,4,,7.477,4,,11.657,1,,6.25,4,,8.695,4,,14.976,1,
green,4,5,4,,2,3,4,2,1,2,,2,6,1,1,6,1,2,2,4,2,3,3,2,1,1,,4,4,5,5,,3,2,3,6,6,3,,0,SM,1406,English,31,Male,White,United States,United States,United States,English,No,DATA_EXPIRED,57.528,2,It stated chinese virus not chinese people,28.367,1,It accuses the chinese of something bad,366.799,1,it used the hateful word chinks,6.738,4,he says nothing about chinese,7.991,4,it says nothing hateful about chinese,21.564,1,referred to chinese as dogs,4,attention,25.815,4,no hate directed toward chinese,9.099,4,,10.082,1,hateful speech towards chinese,7.32,1,clear hateful speech,15.553,4,,30.2,2,
green,3,4,4,,2,2,2,2,2,2,,7,7,1,1,6,1,4,3,9,1,1,1,1,1,1,,4,3,5,4,,2,1,1,7,4,2,,0,SM,1173,English,47,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",12.914,2,,18.736,4,,13.642,2,,17.754,2,,12.028,1,,21.772,1,,4,attention,14.618,4,,5.055,1,,7.488,1,,4.422,1,,6.114,1,,7.309,1,
green,1,5,3,"For the first one only a small minority of people actually eat dogs, cats, and horses. The second one is just true. The third one I have no opinion on it. ",1,1,1,1,1,1,I just feel pretty neutral right now. ,7,7,1,1,3,1,1,1,9,1,1,1,1,1,1,I still feel pretty neutral. ,3,1,5,5,Same reasons as stated previously. ,4,1,1,7,5,1,,1,SM,784,English,20,Male,Asian,United States,United States,United States,English,No,Unemployed (and job seeking),12.57,2,I do not believe hate speech exists. ,2.493,4,Hate speech does not exist.,1.977,4,Anyone can say whatever they want. Hate speech is a stupid term. ,6.325,4,Not hate speech. And anyways can't people just block people on twitter?,4.864,4,I don't see hate speech as a real thing. ,2.547,4,Sure these tweets are vulgar but not hate speech. ,4,attention,66.434,4,,4.365,4,,3.229,4,,1.825,4,,1.694,4,,1.816,4,
green,3,5,4,,4,4,3,5,4,5,,2,7,1,1,6,1,3,2,6,4,5,5,4,3,2,,5,3,5,5,,5,2,3,7,6,2,,0,SM,813,English,26,Female,White,United States,United States,United States,English,No,Part-Time,36.479,4,,26.782,4,,22.257,1,,6.924,4,,30.837,1,,10.656,2,,4,Attention,21.357,4,,7.673,1,,7.676,1,,10.486,2,,13.005,4,,14.005,1,
green,2,2,2,,1,1,1,1,1,1,,7,7,1,1,6,1,4,3,9,4,4,5,5,3,3,,2,2,5,2,,6,1,1,7,6,1,,0,SM,5157,English,41,Male,White,United States,United States,United States,English,No,Part-Time,16.362,4,,9.895,1,,13.802,1,Racist language,24.896,4,Just a rude joke,9.901,2,Label the virus as from China,8.452,1,Gross and hateful,4,attention,27.692,2,,7.625,1,Its blaming a whole race of people,8.704,1,Rude and uses a stereotype to degrade everyone of that race,8.446,1,Rude and gross,32.206,1,,17.978,1,
green,4,3,4,I have heard some of these things.,2,2,2,2,2,2,I feel OK,7,7,1,1,6,1,4,4,3,2,2,2,3,3,3,,3,4,5,4,,4,1,3,6,3,3,"just required attention, was a bit disturbing though",0,CE,5089,English,65,Female,White,United States,United States,United States,English,No,Part-Time,43.278,1,The tweet specifically mentioned the Chinese,16.8,1,Tweet mentions China by name,37.249,1,,38.8,4,,23.04,1,calling Covid a Chinese virus is hateful,17.543,1,,4,attention,19.248,1,,29.3,4,"An opinion, not necessarily hateful",10.506,1,,12.5,1,,15.389,2,,13.001,1,abusive
green,1,4,2,,2,2,2,2,4,4,,7,7,1,2,4,1,4,3,9,4,2,4,4,1,2,,1,2,5,4,,2,1,1,5,4,2,,1,CE,1153,English,32,Male,Asian,Korea,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,17.962,1,,22.956,2,,22.597,2,,13.197,4,,9.038,1,,9.921,1,,4,attention,18.95,4,,8.662,4,,5.34,1,,6.603,1,,4.301,1,,7.488,1,
green,1,5,1,,1,1,1,1,1,1,,7,7,1,1,6,1,5,3,9,1,1,1,1,1,1,,2,1,5,5,,1,1,1,7,7,1,,0,CE,1646,English,40,Male,White,United States,United States,United States,English,No,DATA_EXPIRED,64.482,4,,30.119,1,,16.1,1,,11.089,4,,8.444,1,,20.747,2,,4,attention,22.536,4,,13.146,4,,10.254,1,,13.368,2,,17.11,4,,11.966,2,
green,1,4,2,"Eating differently doesn't equate to 'bad eating habits'.  The CCP does watch over it's citizens.  The CCP should do better practices, but they don't need to apologize as other countries won't apologize for their behavior.",2,1,1,1,1,1,,7,5,1,1,6,1,4,3,9,2,1,1,1,1,1,,1,1,5,4,,4,1,1,7,2,1,,0,CE,922,English,43,Male,Black,United States,United States,United States,English,No,DATA_EXPIRED,45.983,1,,26.509,4,disagreeing or disliking a country's actions isn't hate.,33.363,1,,23.105,4,sounds more like a bad joke than hate speech.,25.942,1,,32.765,1,what makes the AI think that this change will make that not hateful?,4,attention,46.945,2,the AI is right.  The extra batch is more than just anger.,13.45,4,"Calling out a country for what you believe they did isn't hateful, even if incorrect.",11.996,1,The whole thing is anti-china as a whole,10.751,4,using foul language isn't hateful.  ,51.53,2,"It's borderline.  It could be either them thinking China is suffering from a lot of the disease, or a belief that the Chinese all have it.  On the other hand, Nibbas sounds like trying to use the N word but trying not to get censored, and I'm doubting it's in a generic way",35.604,1,No reason to bring up 'wuhan' except to try to link it to the Chinese.
green,3,4,4,They try to control their people very much with monitoring ,3,3,2,2,2,2,I feel pretty neutral ,6,5,4,2,5,2,3,2,5,2,2,3,2,2,2,I dont feel that different from baseline,4,4,5,5,I dont think people should be subjected by their govt ,5,2,1,7,5,3,Was attentive and answered honestly ,1,CE,615,"English, Malayalam",31,Male,Asian,United States,United States,United States,English,No,DATA_EXPIRED,96.278,1,Targeted at china ,13.791,4,Doesnt seem directed ,9.129,1,Used racial slur,9.901,4,Does not mention race,5.001,1,Related to race ,15.54,4,Not targeting ,4,attention ,56.863,2,Mentions ccp,9.781,1,Finger pointing,6.967,1,Chinese hate,5.823,4,Not really targeted,27.164,1,Directed towards hate of chinese,36.008,2,Not really direct
green,5,5,4,,4,5,4,4,2,2,,7,7,1,4,5,1,4,3,9,4,5,4,2,2,4,,2,1,5,4,,5,2,2,7,5,5,,1,CE,2866,English,44,Male,Asian,Guyana,United States,United States,English,No,Full-Time,6.047,4,,9.602,4,,3.445,1,,4.622,4,,6.647,1,,3.255,4,,4,attention,3.204,2,,2.782,4,,3.177,1,,2.484,1,,2.819,4,,10.425,1,
green,1,4,3,,1,1,1,1,1,1,,2,2,4,1,3,3,4,4,8,4,2,4,2,2,2,,1,1,5,4,,5,1,2,5,6,3,,1,CE,6784,English,33,Female,Asian,United States,United States,United States,English,No,Full-Time,33.631,1,"The tweet mentions COVID and seems to encourage Trump to ""scare the shit"" out of the Chinese.",22.593,2,It didn't mention COVID.,8.432,2,Not COVID but racist term used.,14.334,4,Crude not hateful,19.275,4,,13.758,2,,4,attention,17.925,4,,21.117,1,,34.807,2,,11.641,2,,14.13,1,,19.466,1,
green,1,1,1,,1,1,1,1,1,1,,7,4,1,1,6,1,4,3,9,1,1,1,1,1,1,,1,1,5,1,,2,1,1,7,4,1,,0,CE,2417,English,40,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,32.413,1,,24.148,2,,21.405,2,,29.077,4,,5.082,1,,5.479,1,,4,attention,16.549,1,,6.507,1,,9.301,1,,6.247,2,,5.282,1,,17.978,1,
green,2,5,4,,2,2,2,2,2,2,,1,1,1,1,1,2,2,1,4,2,2,2,2,2,2,,4,2,5,5,,1,1,1,6,5,1,,1,CE,5189,"English, Chinese, French",30,Male,Asian,United States,United States,United States,English,No,Full-Time,29.604,2,Why is it hate if that's where someone believes that the virus originated from. ,9.218,4,,16.754,2,,5.088,4,"It seems like a ""shitpost""",7.442,4,,6.985,4,,4,attention ,7.088,4,This is calling out the CCP which people believed leaked the virus. ,3.071,4,,4.354,4,,8.401,4,,6.601,4,,8.273,4,
green,1,5,3,"Most people have normal eating habits and aren't more disgusting than what we're used to. The CCP is evil for sure. What they are apologizing for, I don't know.",5,5,5,5,5,5,,2,6,1,1,6,1,5,5,6,5,5,5,5,5,5,Twitter racists are a special breed of worthless.,3,2,5,5,,5,4,1,4,7,6,,0,CE,5659,English,35,Male,White,United States,United States,United States,English,No,DATA_EXPIRED,25.176,1,"Everything related to Trump and the ""China virus"" is inherently racist.",32.135,4,"It mentions China, but we don't know more beyond that and that isn't enough to say it's hateful.",11.266,1,Obvious racial epithet.,8.729,4,No context but it doesn't mention Asians.,4.892,1,I'm not messing around with the China virus nonsense.,9.298,1,"The AI doesn't even identify it appropriately, the level of racism and vitriol that cannot be fixed.",4,attention,11.97,4,It's not anti-China but anti-CCP.,10.075,4,Needs more context to be proven hateful.,7.828,1,racism,10.849,4,"No specific reason for Asian-related hate, seems generalized.",94.939,1,Blanket assumption that products from China carry a virus.,9.528,1,"Obvious misinformation, too. Racism."
green,3,3,3,,1,1,1,1,1,1,,5,2,3,1,1,1,4,3,5,3,2,3,1,2,1,,3,3,5,3,,3,1,2,6,5,2,,1,CE,535,English,23,Male,Asian,United States,United States,United States,English,No,DATA_EXPIRED,59.647,1,,20.05,4,,38.036,4,not covid related,12.594,4,,11.39,4,,25.234,1,,4,attention,21.864,1,,7.467,4,,6.337,1,,5.596,4,,11.487,1,,37.546,1,
green,4,4,3,,2,1,3,1,2,1,,2,7,1,1,6,1,4,4,9,1,1,1,1,1,1,,3,3,5,4,,2,1,1,7,2,1,,0,CE,1892,"Spanish, English",26,Male,Other,United States,United States,United States,English,No,Unemployed (and job seeking),77.723,1,,26.921,2,,20.515,2,,9.04,2,,18.324,1,,39.951,1,,4,attention,81.842,2,,4.639,1,,6.085,1,,4.583,2,,118.051,1,,27.05,2,
green,2,3,2,,1,1,1,3,1,1,,5,2,5,4,5,5,4,3,8,2,2,2,4,1,2,,3,2,5,3,,5,1,2,6,6,5,,1,CE,869,"English, Tagalog-Filipino",30,Female,Asian,Philippines,United States,United States,Tagalog-Filipino,No,DATA_EXPIRED,17.736,1,"It refers to the COVID-19 as the ""Chinese virus""",24.252,2,,18.352,2,,8.252,4,,12.104,2,,14.982,2,,4,attention,19.009,4,,13.187,1,,6.491,1,,8.748,2,,14.289,1,,21.663,1,
green,1,1,1,No one is at fault for this catastrophe,3,2,2,2,2,2,,1,6,5,5,5,2,4,3,5,3,3,3,3,3,3,,3,1,5,4,,3,3,3,2,5,4,,1,CE,388,"English, Telugu",53,Female,Asian,India,United States,United States,Telugu,No,Full-Time,11.692,1,he labeled it chinese virus,9.979,1,they talk about the chinese being the problem,8.569,1,chinese people are called chinks here which is very hateful,6.374,2,it is not racist but still hateful,5.43,1,"they labeled it chinese virus, which has derogatory terms",9.547,1,referring to chinese people as dogs is very hateful,4,attention,12.569,2,it is against the ccp not the chinese people,10.214,4,there is some validity in what they are saying,9.756,1,referring to the chinese people in a very hateful way,16.13,1,they are referring to the chinese people in a very hateful way,13.872,1,they think the chinese are the reason for this virus when we do not know ,18.36,2,it is not a direct insult that is racist against the chinese
yellow,2,4,3,,2,4,4,4,2,1,,7,7,1,1,6,1,4,5,4,1,2,1,2,3,2,,2,2,5,4,,5,1,3,4,5,6,,0,CE,714,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,54.831,1,,39.904,4,,35.501,2,,21.104,2,,24.8,1,,23.941,1,,4,,35.003,2,,8.457,4,,10.1,1,,16.562,2,,18.949,1,,38.185,1,
green,2,3,3,,1,1,1,1,1,1,,7,6,1,1,6,1,3,2,5,1,1,2,1,1,1,The hateful comments kind of put you in a negative mindset temporarily. ,3,3,5,3,I am not 100% sure of the accuracy of these statements. ,4,1,1,6,1,1,,0,CE,3679,English,40,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,61.195,2,It was opinionated but not hateful,29.597,4,,23.116,1,Using a derogatory word,26.454,4,I think it is immature but not hateful,20.102,1,,10.591,1,,4,attention,23.761,4,,9.774,1,,10.92,1,,13.491,1,,16.982,2,,86.856,1,
green,2,4,2,,2,2,2,2,2,1,,7,7,4,1,2,2,4,3,4,2,2,2,2,2,1,,2,3,5,4,,5,2,2,5,6,3,,1,CE,3556,"Chinese, English",23,Male,Asian,United States,United States,United States,Chinese,DATA_EXPIRED,DATA_EXPIRED,26.315,1,,30.324,1,,12.064,1,,20.707,4,,22.773,1,,9.645,1,,4,attention,54.353,4,,11.604,1,,6.645,1,,19.189,2,,40.165,2,,13.087,2,
yellow,3,5,5,THE THINGS I HAVE READ AND SEEN ON TV GIVE ME A VERY NEGATIVE VIEW OF CHINA SO THAT IS WHY I GAVE THE RATINGS I DID.,1,1,1,1,1,1,,7,7,1,1,6,1,4,3,9,4,4,4,2,2,4,,4,3,5,4,,6,4,4,6,6,4,,0,CE,4845,English,DATA_EXPIRED,Male,White,United States,United States,United States,English,No,Full-Time,60.008,2,,14.953,2,,15.173,2,,21.293,4,,22.408,1,,41.063,1,,4,,16.268,1,,20.497,1,,31.639,4,,22.182,2,,19.138,4,,15.558,1,
